hour, t(sec), kWh,State,kWOut,kWIn,kvarOut,DCkW,kWTotalLosses,kWInvLosses,kWIdlingLosses,kWChDchLosses,kWh Chng,InvEff,InverterON,Vref,Vavg (DRC),VV Oper,VW Oper,DRC Oper,VV_DRC Oper,kWDesired,kW VW Limit,Limit kWOut Function,kVA Exceeded,
0, 1.00000, 8000, 0, 0, 3.4658E-017, -0.5, -2.84196E-017, 3.4658E-017, 6.23845E-018, 2.84196E-017, 0, -2000, 0.82, 1, 0.999974, 0, 9999, 9999, 9999, 0, 0, 9999, 900, 0
0, 2.00000, 8000, -1, 0, 9.00001, 6.3032, -7.40667, 2.334, 1.59334, 0, 0.740667, 0, 0.822963, 1, 0.999858, 0.999974, 9999, 9999, 9999, 1, -9, 9999, 900, 0
0, 3.00000, 8000, -1, 0, 72.0001, 51.5913, -60.7908, 17.2883, 11.2092, 0, 6.07908, 0.00185167, 0.844316, 1, 0.998906, 0.999916, 9999, 9999, 9999, 1, -72, 9999, 900, 0
0, 4.00000, 8000.02, -1, 0, 108, 349.84, -92.5584, 24.6973, 15.4415, 0, 9.25584, 0.0151977, 0.857023, 1, 0.992496, 0.999382, 9999, 9999, 9999, 1, -108, 9999, 900, 0
0, 5.00000, 8000.04, -1, 0, 126, 559.204, -108.804, 28.0767, 17.1963, 0, 10.8804, 0.0231396, 0.863522, 1, 0.982455, 0.995701, 9999, 9999, 9999, 0.2, -126, 9999, 900, 0
0, 6.00000, 8000.07, -1, 0, 144, 639.247, -125.297, 31.2326, 18.7029, 0, 12.5297, 0.0272009, 0.870119, 1, 0.965957, 0.987475, 9999, 9999, 9999, 0.2, -144, 9999, 900, 0
0, 7.00000, 8000.1, -1, 0, 270, 799.218, -244.815, 49.6665, 25.185, 0, 24.4815, 0.0313243, 0.906722, 1, 0.947421, 0.974206, 9999, 9999, 9999, 0.2, -270, 9999, 900, 0
0, 8.00000, 8000.16, -1, 0, 450, -599.405, -419.072, 72.835, 30.9278, 0, 41.9072, 0.0612038, 0.931271, 1, 0.994565, 0.956689, 9999, 9999, 9999, -0.2, -450, 9999, 900, 0
0, 9.00000, 8000.26, -1, 0, 540, 87.1768, -506.017, 84.5851, 33.9834, 0, 50.6017, 0.104768, 0.937068, 1, 0.975043, 0.970993, 9999, 9999, 9999, 1, -540, 9999, 900, 0
0, 10.00000, 8000.39, -1, 0, 720, 382.716, -683.193, 105.126, 36.8067, 0, 68.3194, 0.126504, 0.94888, 1, 0.980185, 0.984804, 9999, 9999, 9999, 1, -720, 9999, 900, 0
